Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Percentage,Cost Price,Year Month
US-2016-108637,2016-03-13,12/16/2015,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,California,22980.0,South,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,2.0,0.0,44.8896,28.000000000000004,115.43039999999999,2016-03
CA-2017-100111,2016-09-05,3/18/2016,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,Virginia,22980.0,South,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,230.86443466370207,4.0,0.0,20.7,8.966300950665477,210.16443466370208,2016-09
CA-2014-102295,2014-11-24,11/26/2014,Second Class,WB-21850,Erica Hackney,Consumer,United States,Sacramento,California,95823.0,West,FUR-CH-10001714,Furniture,Binders,"Global Leather & Oak Executive Chair, Burgundy",120.712,1.0,0.15568982768204562,-18.1068,-15.0,138.8188,2014-11
CA-2017-123659,2017-02-10,2/13/2017,First Class,MN-17935,Michael Nguyen,Consumer,United States,Clinton,Maryland,20735.0,East,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),23.12,4.0,0.0,11.3288,48.99999999999999,11.791200000000002,2017-02
US-2016-129469,2016-09-05,9/27/2016,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Fairfield,California,45014.0,East,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",532.704,6.0,0.2,-26.6352,-5.000000000000001,559.3392,2016-09
US-2016-129469,2016-09-23,9/27/2016,Standard Class,WB-21850,Kelly Lampkin,Corporate,United States,New York City,Ohio,45014.0,East,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",4.912,3.7907726514730404,0.2,0.307,6.25,4.6049999999999995,2016-09
CA-2017-155152,2017-07-07,7/9/2017,Second Class,MP-17965,Michael Paige,Corporate,United States,Warwick,Rhode Island,2886.0,East,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,252.0,4.0,0.0,93.24,37.0,158.76,2017-07
CA-2016-159940,2016-07-07,7/11/2016,Second Class,BF-11020,Barry Franz�sisch,Corporate,United States,Aurora,Illinois,60505.0,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,60.288,8.0,0.6,-27.1296,-45.0,87.4176,2016-07
CA-2016-159940,2016-09-05,7/11/2016,Second Class,BF-11020,Barry Franz�sisch,Corporate,United States,Aurora,Illinois,60505.0,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,2.632,1.0,0.2,27.61404870483602,1049.1659842262925,-24.982048704836018,2016-09
CA-2016-159940,2016-07-07,7/11/2016,Second Class,BF-11020,Barry Franz�sisch,Corporate,United States,Aurora,Illinois,60505.0,Central,OFF-PA-10001609,Office Supplies,Binders,Tops Wirebound Message Log Books,23.688,9.0,0.15568982768204562,7.6986,32.5,15.9894,2016-07
CA-2016-159940,2016-07-07,7/11/2016,Second Class,BF-11020,Barry Franz�sisch,Corporate,United States,Aurora,Illinois,60505.0,Central,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,253.372,3.7907726514730404,0.3,-14.4784,-5.714285714285714,267.85040000000004,2016-07
CA-2017-119669,2017-01-24,1/30/2017,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,New York City,Georgia,30080.0,South,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,5.67,3.7907726514730404,0.0,0.1134,2.0,5.5565999999999995,2017-01
CA-2017-100111,2014-08-19,8/21/2014,Standard Class,WB-21850,Maxwell Schwartz,Consumer,United States,New York City,Ohio,43229.0,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,76.776,4.0,0.7,-58.8616,-76.66666666666667,135.6376,2014-08
US-2014-164616,2014-08-19,8/21/2014,Second Class,MS-17770,Maxwell Schwartz,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,9.184,2.0,0.2,1.148,12.5,8.036,2014-08
CA-2015-148628,2015-12-06,12/11/2015,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Thousand Oaks,California,55147.14341300722,West,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",32.75,5.0,0.0,15.065,46.0,17.685000000000002,2015-12
CA-2016-118052,2016-05-06,12/16/2015,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,California,44052.0,East,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,230.86443466370207,2.0,0.2,1.7138,0.7423404139734538,229.15063466370208,2016-05
CA-2016-118052,2016-05-06,5/10/2016,Standard Class,BE-11455,William Brown,Home Office,United States,New York City,Ohio,44052.0,East,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,49.568,2.0,0.2,15.49,31.25,34.077999999999996,2016-05
CA-2016-118052,2016-09-05,5/10/2016,Standard Class,WB-21850,Brad Eason,Home Office,United States,Lorain,Ohio,44052.0,East,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,230.86443466370207,7.0,0.2,11.6263,5.035985736363384,219.23813466370206,2016-09
US-2017-117534,2017-03-25,12/16/2015,First Class,WB-21850,Christina VanderZanden,Consumer,United States,Fresno,California,93727.0,West,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,176.04,4.0,0.0,45.7704,26.0,130.2696,2017-03
US-2017-117534,2016-09-05,3/26/2017,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727.0,West,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors,16.02,9.0,0.15568982768204562,4.4856,27.999999999999996,11.5344,2016-09
US-2017-117534,2017-03-25,3/26/2017,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727.0,West,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,185.92,4.0,0.2,62.748,33.75,123.172,2017-03
US-2017-117534,2017-03-25,3/26/2017,First Class,CV-12295,Christina VanderZanden,Consumer,United States,New York City,California,93727.0,West,TEC-PH-10000141,Technology,Phones,Clearsounds A400,211.168,4.0,0.15568982768204562,15.8376,7.5,195.3304,2017-03
US-2017-117534,2017-03-25,3/26/2017,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,55147.14341300722,West,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.984,2.0,0.2,59.998,12.5,419.986,2017-03
CA-2015-145065,2015-12-12,12/15/2015,First Class,DK-13375,William Brown,Consumer,United States,San Diego,California,92105.0,West,OFF-FA-10001229,Office Supplies,Fasteners,Staple envelope,7.86,2.0,0.0,3.6156,46.0,4.244400000000001,2015-12
CA-2015-145065,2015-12-12,12/15/2015,Standard Class,DK-13375,Dennis Kane,Consumer,United States,San Diego,California,92105.0,West,OFF-BI-10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers,24.448,2.0,0.2,8.8624,36.24999999999999,15.585600000000001,2015-12
US-2015-127040,2015-12-06,12/10/2015,Standard Class,WB-21850,Speros Goranitis,Consumer,United States,New York City,New York,55147.14341300722,East,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,6.48,1.0,0.0,3.1104,47.99999999999999,3.3696000000000006,2015-12
US-2015-127040,2015-12-06,12/10/2015,Standard Class,WB-21850,Speros Goranitis,Consumer,United States,New York City,New York,10009.0,East,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,41.86,7.0,0.0,20.5114,49.0,21.3486,2015-12
US-2015-127040,2015-12-06,12/10/2015,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009.0,East,TEC-AC-10002637,Technology,Accessories,Logitech�VX Revolution Cordless Laser Mouse for Notebooks (Black),1619.91,9.0,0.0,97.1946,5.999999999999999,1522.7154,2015-12
CA-2017-100111,2015-12-06,12/10/2015,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009.0,East,OFF-PA-10001970,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",113.92,3.7907726514730404,0.0,42.1504,37.0,71.7696,2015-12
CA-2016-128111,2016-03-17,3/23/2016,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Malden,Massachusetts,2148.0,East,OFF-PA-10001970,Office Supplies,Art,Newell 345,39.68,2.0,0.0,10.3168,26.0,29.3632,2016-03
CA-2015-137897,2016-09-05,11/19/2015,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,New York City,California,10035.0,East,OFF-PA-10001970,Office Supplies,Accessories,Imation�Clip USB�flash drive�- 8 GB,37.6,2.0,0.0,2.256,5.999999999999999,35.344,2016-09
CA-2015-137897,2015-11-14,11/19/2015,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,New York City,New York,10035.0,East,TEC-AC-10001267,Technology,Accessories,Imation�32GB Pocket Pro USB 3.0�Flash Drive�- 32 GB - Black - 1 P ...,59.9,2.0,0.0,23.96,40.0,35.94,2015-11
CA-2015-137897,2016-09-05,11/19/2015,Standard Class,WB-21850,Patrick Jones,Corporate,United States,New York City,New York,10035.0,East,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",37.0,5.0,0.0,16.65,44.99999999999999,20.35,2016-09
CA-2017-169264,2017-08-14,8/16/2017,Second Class,NP-18700,Nora Preis,Consumer,United States,New York City,California,94109.0,West,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,5.76,2.0,0.0,2.8224,49.00000000000001,2.9375999999999998,2017-08
CA-2017-169264,2017-08-14,8/16/2017,Second Class,WB-21850,Nora Preis,Consumer,United States,San Francisco,California,94109.0,West,OFF-AR-10000246,Office Supplies,Art,Newell 318,16.68,6.0,0.15568982768204562,4.3368,26.0,12.3432,2017-08
CA-2017-147361,2017-09-09,9/15/2017,Standard Class,WB-21850,Sean Braxton,Corporate,United States,Florence,South Carolina,55147.14341300722,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,230.86443466370207,3.7907726514730404,0.0,12.5762,5.4474393244328105,218.28823466370207,2017-09
CA-2017-147361,2017-09-09,9/15/2017,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Florence,South Carolina,29501.0,South,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,56.45,5.0,0.0,14.677,25.999999999999996,41.773,2017-09
CA-2017-100111,2017-04-01,4/4/2017,Second Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807.0,Central,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,94.2,6.0,0.0,23.55,25.0,70.65,2017-04
CA-2017-145877,2017-04-01,4/4/2017,Second Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807.0,West,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,28.4,5.0,0.0,13.348,47.0,15.051999999999998,2017-04
US-2016-110170,2016-09-27,10/3/2016,Standard Class,HM-14860,Harry Marie,Corporate,United States,Huntsville,Texas,77340.0,West,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.6648,7.0,0.32,-225.0976,-23.52941176470588,1181.7624,2016-09
CA-2017-108574,2017-10-07,10/11/2017,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,55147.14341300722,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,1115.91,9.0,0.0,200.8638,18.0,915.0462000000001,2017-10
CA-2017-100111,2017-10-07,12/16/2015,Standard Class,MG-18145,William Brown,Consumer,United States,Los Angeles,California,90045.0,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,128.744,7.0,0.2,-28.9674,-22.5,157.7114,2017-10
CA-2017-108574,2017-10-07,10/11/2017,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045.0,West,OFF-PA-10001970,Technology,Binders,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",79.92,10.0,0.2,26.973,33.75,52.947,2017-10
CA-2017-144589,2017-01-20,1/25/2017,Standard Class,TM-21010,Tamara Manning,Consumer,United States,San Francisco,California,94122.0,West,OFF-AR-10003631,Office Supplies,Binders,Staple envelope,24.2,5.0,0.0,7.986,33.0,16.214,2017-01
CA-2017-144589,2017-01-20,1/25/2017,Standard Class,TM-21010,Tamara Manning,Consumer,United States,San Francisco,California,94122.0,West,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,359.976,3.0,0.2,130.4913,36.25,229.4847,2017-01
CA-2017-155985,2017-03-23,3/25/2017,First Class,BE-11335,Bill Eplett,Consumer,United States,San Francisco,California,94122.0,West,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,211.84,8.0,0.0,76.2624,36.0,135.57760000000002,2017-03
CA-2014-162684,2014-08-01,8/6/2014,Standard Class,AS-10630,Ann Steele,Home Office,United States,Philadelphia,Pennsylvania,19120.0,West,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",5.68,2.0,0.2,1.917,33.75,3.763,2014-08
CA-2017-100111,2015-06-07,6/9/2015,Second Class,EM-13810,Eleni McCrary,Corporate,United States,Los Angeles,California,90036.0,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,230.86443466370207,5.0,0.2,2.632,1.1400630001039391,228.23243466370207,2015-06
CA-2014-151295,2014-11-12,12/16/2015,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Los Angeles,California,55147.14341300722,West,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,11.96,2.0,0.0,5.8604,49.0,6.099600000000001,2014-11
CA-2014-151295,2014-11-12,11/16/2014,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Los Angeles,California,90045.0,West,FUR-TA-10002356,Furniture,Binders,Bevis Boat-Shaped Conference Table,629.064,3.0,0.2,31.4532,5.0,597.6107999999999,2014-11
CA-2017-100111,2016-12-29,1/2/2017,Standard Class,TB-21595,Troy Blackwell,Consumer,United States,New York City,Wisconsin,55147.14341300722,Central,FUR-CH-10001714,Furniture,Binders,"Global Leather & Oak Executive Chair, Burgundy",754.45,5.0,0.0,60.356,8.0,694.094,2016-12
CA-2015-146087,2015-07-06,7/11/2015,Standard Class,PP-18955,Paul Prost,Home Office,United States,Holyoke,Massachusetts,1040.0,East,FUR-BO-10002824,Office Supplies,Bookcases,Bush Mission Pointe Library,230.86443466370207,2.0,0.15568982768204562,60.392,26.159074734907712,170.47243466370207,2015-07
CA-2017-168655,2017-10-12,10/18/2017,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Albuquerque,California,87105.0,West,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,595.0,5.0,0.0,95.2,16.0,499.8,2017-10
CA-2017-168655,2017-10-12,10/18/2017,Standard Class,ML-18040,William Brown,Corporate,United States,Albuquerque,New Mexico,87105.0,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,79.872,3.0,0.2,29.952,37.5,49.92,2017-10
CA-2016-107202,2016-05-21,5/28/2016,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Sparks,Nevada,89431.0,West,OFF-PA-10001970,Technology,Machines,Panasonic KX MB2061 Multifunction Printer,2396.4,10.0,0.2,179.73,7.5,2216.67,2016-05
CA-2017-100111,2017-11-09,11/14/2017,Standard Class,WB-21850,Matt Collister,Corporate,United States,New York City,California,92236.0,West,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",63.56,2.0,0.0,3.178,5.0,60.382000000000005,2017-11
CA-2017-159597,2017-11-09,11/14/2017,Standard Class,MC-17590,Matt Collister,Corporate,United States,Coachella,California,92236.0,West,TEC-AC-10004171,Office Supplies,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,99.99,1.0,0.15568982768204562,43.9956,44.00000000000001,55.99439999999999,2017-11
CA-2016-155551,2016-04-18,4/23/2016,Standard Class,CR-12580,Clay Rozendal,Home Office,United States,New York City,Illinois,60126.0,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.86443466370207,3.0,0.2,-48.9549,-21.205041855542678,279.8193346637021,2016-04
CA-2016-155551,2016-04-18,12/16/2015,Standard Class,CR-12580,Clay Rozendal,Home Office,United States,Elmhurst,Illinois,60126.0,Central,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4� x 11�",9.664,2.0,0.2,3.2616,33.75,6.4024,2016-04
US-2017-147669,2017-12-25,12/16/2015,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014.0,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,158.928,7.0,0.15568982768204562,27.61404870483602,17.375194241943532,131.31395129516397,2017-12
US-2017-147669,2017-12-25,12/30/2017,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,New York City,Ohio,55147.14341300722,East,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,13.023,1.0,0.15568982768204562,-10.4184,-80.0,23.4414,2017-12
US-2017-147669,2017-12-25,12/16/2015,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,California,45014.0,East,OFF-PA-10001970,Furniture,Tables,Hon Rectangular Conference Tables,273.06,2.0,0.4,-104.673,-38.333333333333336,377.733,2017-12
US-2017-147669,2017-12-25,12/30/2017,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014.0,West,OFF-FA-10002975,Office Supplies,Binders,Staple envelope,39.312,13.0,0.2,27.61404870483602,70.24330663623326,11.697951295163978,2017-12
CA-2016-169922,2016-09-05,6/17/2016,Standard Class,MZ-17515,William Brown,Corporate,United States,New York City,Texas,76017.0,Central,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,1.344,4.0,0.8,-2.1504,-160.0,3.4943999999999997,2016-09
CA-2017-100111,2016-06-11,6/17/2016,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017.0,Central,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,8.272,4.0,0.8,-13.6488,-165.0,21.9208,2016-06
CA-2016-169922,2016-09-05,6/17/2016,Standard Class,WB-21850,Mary Zewe,Corporate,United States,Arlington,Texas,76017.0,Central,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",12.544,7.0,0.6,-9.0944,-72.5,21.6384,2016-09
CA-2017-100748,2017-05-13,5/20/2017,Standard Class,RB-19795,Ross Baird,Home Office,United States,San Francisco,California,94110.0,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,58.48,3.7907726514730404,0.0,27.4856,47.0,30.994399999999995,2017-05
CA-2017-129805,2017-12-28,1/2/2018,Standard Class,HM-14860,Harry Marie,Corporate,United States,Seattle,Washington,98103.0,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,7.4,2.0,0.0,3.034,41.0,4.3660000000000005,2017-12
CA-2014-148586,2016-09-05,4/1/2014,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,New York City,New York,10009.0,East,FUR-CH-10002439,Furniture,Binders,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",366.786,7.0,0.15568982768204562,65.2064,17.77777777777778,301.5796,2016-09
US-2017-112613,2017-05-28,6/1/2017,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Houston,Texas,77070.0,Central,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,54.368,4.0,0.2,4.0776,7.5,50.290400000000005,2017-05
CA-2015-154746,2015-11-14,12/16/2015,First Class,PJ-18835,Patrick Jones,Corporate,United States,Springfield,California,22153.0,West,OFF-EN-10001532,Office Supplies,Binders,Brown Kraft Recycled Envelopes,33.96,2.0,0.0,16.98,50.0,16.98,2015-11
CA-2015-154746,2015-11-14,12/16/2015,First Class,PJ-18835,Patrick Jones,Corporate,United States,Springfield,Virginia,22153.0,South,OFF-AP-10003057,Office Supplies,Appliances,Staple envelope,826.11,3.0,0.0,27.61404870483602,3.342660021647967,798.495951295164,2015-11
CA-2017-140053,2017-07-03,12/16/2015,Standard Class,CA-12265,Christina Anderson,Consumer,United States,New York City,New Mexico,87401.0,West,FUR-FU-10003708,Office Supplies,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",545.85,9.0,0.0,114.6285,21.0,431.2215,2017-07
CA-2014-164210,2014-11-18,11/20/2014,Standard Class,PW-19240,Pierre Wener,Consumer,United States,Louisville,Colorado,80027.0,West,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,145.98,2.0,0.5,-99.2664,-68.0,245.2464,2014-11
CA-2014-164210,2014-11-18,11/20/2014,Second Class,PW-19240,Pierre Wener,Consumer,United States,Louisville,Colorado,80027.0,West,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",35.808,4.0,0.15568982768204562,12.5328,35.0,23.275199999999998,2014-11
CA-2017-139948,2017-07-17,7/22/2017,Standard Class,SW-20455,Shaun Weien,Consumer,United States,Tampa,Florida,33614.0,South,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",7.904,2.0,0.2,2.1736,27.500000000000004,5.7303999999999995,2017-07
CA-2016-146934,2016-05-22,5/27/2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055.0,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,345.0,5.0,0.15568982768204562,86.25,25.0,258.75,2016-05
CA-2016-146934,2016-05-22,5/27/2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055.0,East,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,174.286,2.0,0.3,-19.9184,-11.428571428571429,194.2044,2016-05
CA-2016-146934,2016-05-22,5/27/2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055.0,West,OFF-AP-10003217,Office Supplies,Binders,Eureka Sanitaire  Commercial Upright,662.84,4.0,0.0,27.61404870483602,4.166020262029452,635.225951295164,2016-05
CA-2016-146934,2016-05-22,5/27/2016,Standard Class,WB-21850,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055.0,East,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,95.1,5.0,0.0,30.432,32.0,64.66799999999999,2016-05
CA-2016-146934,2016-05-22,5/27/2016,Standard Class,WB-21850,William Brown,Consumer,United States,Passaic,New Jersey,7055.0,West,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,26.88,6.0,0.0,27.61404870483602,102.73083595549114,-0.7340487048360202,2016-05
CA-2016-146934,2016-05-22,5/27/2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,New York City,New Jersey,7055.0,East,TEC-PH-10001336,Technology,Phones,Staple envelope,257.98,2.0,0.0,74.8142,28.999999999999996,183.16580000000002,2016-05
CA-2015-100573,2015-09-25,10/1/2015,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Los Angeles,California,90004.0,West,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,3.7907726514730404,0.0,8.2156,47.0,9.2644,2015-09
CA-2016-119165,2016-10-31,11/6/2016,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-PA-10001970,Furniture,Chairs,Hon Olson Stacker Stools,230.86443466370207,5.0,0.3,-14.081,-6.099250419629014,244.94543466370206,2016-10
CA-2015-128027,2015-09-14,9/17/2015,Second Class,WB-21850,Christopher Martinez,Consumer,United States,North Charleston,South Carolina,55147.14341300722,South,OFF-ST-10001809,Office Supplies,Storage,Staple envelope,269.49,3.0,0.15568982768204562,5.3898,2.0,264.10020000000003,2015-09
CA-2017-100111,2016-11-05,11/10/2016,Standard Class,CS-12400,Christopher Schild,Home Office,United States,San Jose,California,95123.0,West,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,29.12,5.0,0.2,9.828,33.75,19.292,2016-11
CA-2017-140949,2016-09-05,3/22/2017,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,55147.14341300722,East,OFF-LA-10000081,Office Supplies,Labels,Avery 496,18.75,5.0,0.0,9.0,48.0,9.75,2016-09
CA-2017-140949,2017-03-17,3/22/2017,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011.0,East,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,119.7,6.0,0.0,31.122,26.0,88.578,2017-03
CA-2017-100111,2017-03-17,3/22/2017,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,California,10011.0,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",9.144,3.0,0.2,3.0861,33.75,6.0579,2017-03
CA-2017-140949,2017-03-17,3/22/2017,Standard Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011.0,East,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,57.06,3.0,0.0,18.2592,32.0,38.8008,2017-03
CA-2017-140949,2017-03-17,3/22/2017,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011.0,East,TEC-AC-10003038,Technology,Accessories,Staple envelope,71.6,8.0,0.0,13.604,19.0,57.995999999999995,2017-03
CA-2017-140949,2017-03-17,3/22/2017,Second Class,DB-13405,William Brown,Consumer,United States,New York City,New York,10011.0,East,OFF-ST-10000344,Office Supplies,Storage,Staple envelope,107.44,3.7907726514730404,0.0,27.9344,26.0,79.5056,2017-03
CA-2017-140949,2017-03-17,3/22/2017,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,California,10011.0,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,7.31,1.0,0.0,3.4357,47.0,3.8742999999999994,2017-03
CA-2017-140949,2017-03-17,3/22/2017,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011.0,East,OFF-AR-10001683,Office Supplies,Binders,Lumber Crayons,59.1,6.0,0.15568982768204562,22.458,37.99999999999999,36.642,2017-03
CA-2017-140949,2017-03-17,3/22/2017,Standard Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011.0,East,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,3.0,0.0,27.61404870483602,59.34676274411351,18.915951295163982,2017-03
CA-2017-100111,2017-08-15,12/16/2015,Standard Class,JG-15160,James Galang,Consumer,United States,Plainfield,New Jersey,7060.0,East,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,2.0,0.0,25.4384,26.0,72.4016,2017-08
